,0
95.99176854770906,95.99176854770906
96.02385354770905,96.02385354770905
96.06436354770906,96.06436354770906
96.09348854770906,96.09348854770906
96.17017854770906,96.17017854770906
96.17033854770906,96.17033854770906
96.21118354770906,96.21118354770906
96.41629354770906,96.41629354770906
96.48279854770905,96.48279854770905
96.54705354770906,96.54705354770906
96.56990854770906,96.56990854770906
96.61533854770906,96.61533854770906
96.74342854770906,96.74342854770906
96.76005354770906,96.76005354770906
96.85013854770907,96.85013854770907
96.85396854770906,96.85396854770906
96.89871354770906,96.89871354770906
96.90010354770907,96.90010354770907
97.13953354770906,97.13953354770906
97.13971354770906,97.13971354770906
97.24439354770905,97.24439354770905
97.29326854770906,97.29326854770906
97.30170354770907,97.30170354770907
97.66394354770907,97.66394354770907
97.66408354770907,97.66408354770907
97.72774354770907,97.72774354770907
97.73220354770906,97.73220354770906
97.73363354770906,97.73363354770906
97.73498354770906,97.73498354770906
97.78859354770906,97.78859354770906
97.87852854770907,97.87852854770907
97.96437354770906,97.96437354770906
97.96453354770907,97.96453354770907
98.19748354770906,98.19748354770906
98.19895854770905,98.19895854770905
98.20106354770907,98.20106354770907
98.25735354770906,98.25735354770906
98.27060354770907,98.27060354770907
98.36607354770906,98.36607354770906
98.55553354770906,98.55553354770906
98.55697354770906,98.55697354770906
98.64690354770906,98.64690354770906
98.69811854770906,98.69811854770906
98.86589354770906,98.86589354770906
98.86767354770906,98.86767354770906
98.98259854770907,98.98259854770907
98.98858854770906,98.98858854770906
99.02579354770906,99.02579354770906
99.03702354770907,99.03702354770907
99.03861354770906,99.03861354770906
99.04009354770906,99.04009354770906
99.04732354770906,99.04732354770906
99.10971854770906,99.10971854770906
99.15610854770907,99.15610854770907
99.20800354770907,99.20800354770907
99.20948354770906,99.20948354770906
99.21091354770907,99.21091354770907
99.21108854770907,99.21108854770907
99.23061854770907,99.23061854770907
99.31058854770906,99.31058854770906
99.33382354770907,99.33382354770907
99.71006354770907,99.71006354770907
99.81887854770906,99.81887854770906
99.92201854770906,99.92201854770906
99.92345354770906,99.92345354770906
99.92356854770907,99.92356854770907
99.93097854770906,99.93097854770906
99.97905854770906,99.97905854770906
100.01190354770907,100.01190354770907
100.35036354770907,100.35036354770907
100.35195854770906,100.35195854770906
100.39031354770907,100.39031354770907
100.46093354770906,100.46093354770906
100.52183354770906,100.52183354770906
100.57172354770906,100.57172354770906
100.62294354770907,100.62294354770907
100.62454354770907,100.62454354770907
100.62624854770905,100.62624854770905
100.64380854770906,100.64380854770906
100.74375854770906,100.74375854770906
100.75791354770905,100.75791354770905
100.76306854770905,100.76306854770905
100.81188354770906,100.81188354770906
100.81333354770906,100.81333354770906
100.97679354770906,100.97679354770906
101.06950354770906,101.06950354770906
101.07093354770907,101.07093354770907
101.07245854770906,101.07245854770906
101.07391354770907,101.07391354770907
101.07406354770906,101.07406354770906
101.08754854770906,101.08754854770906
101.11573354770906,101.11573354770906
101.11707354770907,101.11707354770907
101.11722854770906,101.11722854770906
101.11783354770907,101.11783354770907
101.11862354770906,101.11862354770906
101.11874854770906,101.11874854770906
101.12016854770906,101.12016854770906
101.13841854770905,101.13841854770905
101.32327354770906,101.32327354770906
101.36706854770907,101.36706854770907
101.37912854770906,101.37912854770906
101.38716354770906,101.38716354770906
101.38730854770907,101.38730854770907
101.41552854770907,101.41552854770907
101.73168854770906,101.73168854770906
101.74093854770906,101.74093854770906
101.74119354770906,101.74119354770906
101.74265354770907,101.74265354770907
101.78395354770906,101.78395354770906
101.80049854770905,101.80049854770905
101.87772354770907,101.87772354770907
101.96187354770906,101.96187354770906
102.02864354770907,102.02864354770907
102.07405854770906,102.07405854770906
102.07559354770906,102.07559354770906
102.07644854770906,102.07644854770906
102.07710354770906,102.07710354770906
102.07727354770905,102.07727354770905
102.07992854770907,102.07992854770907
102.14876854770907,102.14876854770907
102.31189354770906,102.31189354770906
102.31203854770905,102.31203854770905
102.43074354770906,102.43074354770906
102.64858854770907,102.64858854770907
102.72770354770905,102.72770354770905
102.76412354770906,102.76412354770906
103.04163854770906,103.04163854770906
103.10419854770906,103.10419854770906
103.26365854770907,103.26365854770907
103.35156854770906,103.35156854770906
103.37941354770906,103.37941354770906
103.39712354770907,103.39712354770907
103.39725354770906,103.39725354770906
103.45208854770905,103.45208854770905
103.55558354770906,103.55558354770906
103.59292354770906,103.59292354770906
103.64988854770905,103.64988854770905
103.65154354770907,103.65154354770907
103.65318354770906,103.65318354770906
103.65470354770906,103.65470354770906
103.81607354770907,103.81607354770907
103.98715354770906,103.98715354770906
103.98867354770906,103.98867354770906
103.98878854770906,103.98878854770906
103.98952354770906,103.98952354770906
103.99036854770907,103.99036854770907
103.99192354770906,103.99192354770906
103.99203354770906,103.99203354770906
103.99343354770906,103.99343354770906
103.99355354770906,103.99355354770906
104.24361854770906,104.24361854770906
104.28233354770906,104.28233354770906
104.36953354770907,104.36953354770907
104.37116354770906,104.37116354770906
104.37133854770906,104.37133854770906
104.56739354770906,104.56739354770906
104.56897354770905,104.56897354770905
104.56908854770906,104.56908854770906
104.56930854770906,104.56930854770906
104.57074354770906,104.57074354770906
104.57252354770907,104.57252354770907
104.69838354770906,104.69838354770906
104.70245354770906,104.70245354770906
104.70259354770906,104.70259354770906
104.76691354770907,104.76691354770907
104.81986354770906,104.81986354770906
104.89260854770906,104.89260854770906
105.01361354770906,105.01361354770906
105.06615354770906,105.06615354770906
105.06779354770907,105.06779354770907
105.09567854770907,105.09567854770907
105.23492854770907,105.23492854770907
105.27178854770906,105.27178854770906
105.34306354770906,105.34306354770906
105.39377854770906,105.39377854770906
105.43515354770906,105.43515354770906
105.43526354770907,105.43526354770907
105.68828354770906,105.68828354770906
105.70000854770906,105.70000854770906
105.77715854770906,105.77715854770906
105.85857854770906,105.85857854770906
105.89574354770906,105.89574354770906
105.89586354770906,105.89586354770906
105.89734354770906,105.89734354770906
105.89745854770906,105.89745854770906
105.99495854770906,105.99495854770906
106.06568354770906,106.06568354770906
106.10075354770906,106.10075354770906
106.17241854770907,106.17241854770907
106.45113854770906,106.45113854770906
106.45735354770906,106.45735354770906
106.49154354770906,106.49154354770906
106.62665854770907,106.62665854770907
106.73595354770906,106.73595354770906
106.73612354770907,106.73612354770907
106.76356354770905,106.76356354770905
107.07099854770907,107.07099854770907
107.07206354770906,107.07206354770906
107.19871354770906,107.19871354770906
107.34194354770906,107.34194354770906
107.34206354770906,107.34206354770906
107.34813354770907,107.34813354770907
107.36950354770906,107.36950354770906
107.40306354770907,107.40306354770907
107.40322354770906,107.40322354770906
107.43610354770905,107.43610354770905
107.45910854770906,107.45910854770906
107.52962354770906,107.52962354770906
107.70442354770907,107.70442354770907
107.85627354770907,107.85627354770907
107.85641354770907,107.85641354770907
107.85764854770906,107.85764854770906
107.85788354770906,107.85788354770906
107.85962854770906,107.85962854770906
