,0
69.05779601770907,69.05779601770907
70.05304346770906,70.05304346770906
70.05303658770906,70.05303658770906
72.07036777770907,72.07036777770907
71.07338762770907,71.07338762770907
71.07725024770906,71.07725024770906
73.05263995770906,73.05263995770906
76.07159622770907,76.07159622770907
77.94827381770907,77.94827381770907
78.98230200770907,78.98230200770907
79.94641445770907,79.94641445770907
73.06392826770906,73.06392826770906
81.05770193770906,81.05770193770906
82.05296132770906,82.05296132770906
83.03698746770907,83.03698746770907
84.03397540770906,84.03397540770906
84.02101282770906,84.02101282770906
84.02102104770906,84.02102104770906
83.07341123770907,83.07341123770907
83.03698069770907,83.03698069770907
83.07336245770907,83.07336245770907
85.09401491770906,85.09401491770906
85.09407361770906,85.09407361770906
92.06246402770905,92.06246402770905
92.06243098770906,92.06243098770906
94.04165589770906,94.04165589770906
86.09232587770906,86.09232587770906
90.03157939770907,90.03157939770907
97.08891653770907,97.08891653770907
98.08426160770907,98.08426160770907
99.06792594770906,99.06792594770906
99.01403104770907,99.01403104770907
99.10458054770906,99.10458054770906
102.04671624770906,102.04671624770906
103.08776954770906,103.08776954770906
103.98464024770907,103.98464024770907
104.06242394770906,104.06242394770906
104.06650454770906,104.06650454770906
105.04239964770906,105.04239964770906
107.04815934770906,107.04815934770906
106.04162804770907,106.04162804770907
109.06383844770906,109.06383844770906
110.08421274770906,110.08421274770906
111.06821914770906,111.06821914770906
112.06346924770907,112.06346924770907
113.05826544770906,113.05826544770906
114.05398034770906,114.05398034770906
114.03149324770907,114.03149324770907
115.02692524770906,115.02692524770906
117.05374434770906,117.05374434770906
112.02704904770906,112.02704904770906
119.95881424770906,119.95881424770906
113.04747244770907,113.04747244770907
121.06380964770906,121.06380964770906
115.06310514770907,115.06310514770907
117.07825674770906,117.07825674770906
118.00858684770907,118.00858684770907
118.08194684770906,118.08194684770906
127.94570514770905,127.94570514770905
119.05774744770906,119.05774744770906
120.06452304770906,120.06452304770906
130.04182904770906,130.04182904770906
123.07951844770906,123.07951844770906
129.10112774770906,129.10112774770906
130.97356274770905,130.97356274770905
125.09511594770906,125.09511594770906
133.05246254770907,133.05246254770907
133.01955854770907,133.01955854770907
133.99526564770906,133.99526564770906
136.03715024770906,136.03715024770906
136.05230524770906,136.05230524770906
133.09291674770907,133.09291674770907
139.06312774770907,139.06312774770907
135.06815164770907,135.06815164770907
141.09011444770906,141.09011444770906
142.07402784770906,142.07402784770906
143.07326314770907,143.07326314770907
144.05332704770908,144.05332704770908
140.05835504770906,140.05835504770906
140.06960134770907,140.06960134770907
140.10600314770906,140.10600314770906
150.13635634770907,150.13635634770907
150.13673024770907,150.13673024770907
152.04055144770905,152.04055144770905
151.13974944770905,151.13974944770905
148.01103364770907,148.01103364770907
155.07329294770906,155.07329294770906
156.11495044770905,156.11495044770905
